month,change
1,1.1331741397977124
2,-0.27780378765924646
3,0.23477582950549689
4,1.2708651391192454
5,-0.24354177588010187
6,0.7281540060318524
7,1.1705936305688533
8,0.5656155357004876
9,-0.9567453964662012
10,0.3400197415283449
11,0.560894025798611
12,1.336617873260412
